Latitude,Longitude,Height,time_tag,RS PWV,IR PWV,name,datetime,dayofyear_hour_minute,year,month,day,hour,minute,day/night,season,mlp_modified_pwv,rf_modified_pwv
0.622733477,0.896226571,1191,A20190690855,7.17,7.17,Tehran,3/10/2019 8:55,99895,2019,3,10,8,55,day,Spring,7.511866873,9.008369012
0.546811655,0.849451747,22,A20190691030,17.61,11.12,Ahwaz,3/10/2019 10:30,99990,2019,3,10,10,30,day,Spring,13.25109466,11.47566743
0.527962099,0.994139542,1754,A20190700935,5.72,5.26,Kerman,3/11/2019 9:35,101375,2019,3,11,9,35,day,Spring,4.612211521,5.427869927
0.546811655,0.849451747,22,A20190720925,15.62,13.5,Ahwaz,3/13/2019 9:25,104245,2019,3,13,9,25,day,Spring,14.97340033,13.93236571
0.573515192,1.033234917,1491,A20190720925,6.42,7.84,Birjand,3/13/2019 9:25,104245,2019,3,13,9,25,day,Spring,6.859393039,8.714550597
0.527962099,0.994139542,1754,A20190720925,6.23,6.33,Kerman,3/13/2019 9:25,104245,2019,3,13,9,25,day,Spring,5.344308814,6.373066925
0.622733477,0.896226571,1191,A20190720925,6.13,12.93,Tehran,3/13/2019 9:25,104245,2019,3,13,9,25,day,Spring,11.82695967,12.03501734
0.527962099,0.994139542,1754,A20190731005,6.6,11.22,Kerman,3/14/2019 10:05,105725,2019,3,14,10,5,day,Spring,9.271197329,11.54520781
0.546811655,0.849451747,22,A20190740910,15.97,17.17,Ahwaz,3/15/2019 9:10,107110,2019,3,15,9,10,day,Spring,17.51602306,16.6147007
0.573515192,1.033234917,1491,A20190740910,11.21,17.53,Birjand,3/15/2019 9:10,107110,2019,3,15,9,10,day,Spring,12.29801909,15.17993869
0.527962099,0.994139542,1754,A20190740910,12,16.29,Kerman,3/15/2019 9:10,107110,2019,3,15,9,10,day,Spring,11.54345702,13.56463989
0.546811655,0.849451747,22,A20190750955,20.96,12.27,Ahwaz,3/16/2019 9:55,108595,2019,3,16,9,55,day,Spring,13.95477856,12.20633739
